complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C4003,"Frequent power cuts near Lane 29 in Sinhagad Road, needs investigation.",Sinhagad Road,Electricity Issue,2025-01-06,Tree Falling,Low,Pending,Bavdhan,Illegal Construction,18,2024-03-05,Low,4,Appreciate the fast response.,Completed,1971,2024-05-07,1527,1971,Yes,Electricity Issue,Sinhagad Road
C4004,"Stray dogs causing fear near Lane 10 in Wanowrie, especially for kids.",Wanowrie,Animal Nuisance,2025-02-04,Road Damage,High,In Progress,Swargate,Garbage Issue,14,2024-01-03,High,2,It was okay.,Completed,4528,2024-03-12,4093,4528,Yes,Animal Nuisance,Wanowrie
C4005,"Frequent power cuts near Lane 58 in Koregaon Park, needs investigation.",Koregaon Park,Electricity Issue,2025-02-15,Streetlight Issue,Low,Pending,Swargate,Road Damage,11,2024-07-06,Low,4,"Great service, very happy.",Completed,8191,2025-01-02,8532,8191,Yes,Electricity Issue,Koregaon Park
C4006,"Tree fallen near Lane 27 in Balewadi, blocking road and footpath.",Balewadi,Tree Falling,2025-01-02,Noise Pollution,Medium,Pending,Vishrantwadi,Street Light,4,2024-08-09,Medium,4,"Great service, very happy.",Completed,3599,2024-12-19,3196,3599,Yes,Tree Falling,Balewadi
C4007,"Stray dogs causing fear near Lane 44 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2025-02-26,Illegal Parking,High,Resolved,Sinhagad Road,Illegal Construction,2,2024-05-05,High,4,Appreciate the fast response.,Completed,8525,2024-03-17,8168,8525,Yes,Animal Nuisance,Kharadi
C4008,"Stray dogs causing fear near Lane 51 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2025-02-21,Noise Pollution,High,Pending,Shivajinagar,Road Damage,20,2024-01-23,High,4,Very satisfied with the resolution.,In Progress,0,,379,0,Yes,Animal Nuisance,Kharadi
C4009,"Damaged road with potholes near Lane 24 in Thergaon, dangerous for vehicles.",Thergaon,Road Damage,2025-02-22,Water Issue,Low,Resolved,Vishrantwadi,Road Damage,8,2024-05-27,Low,4,Appreciate the fast response.,Completed,3923,2024-08-01,3857,3923,No,Road Damage,Thergaon
C4010,"Unauthorized parking near Lane 49 in Aundh, causing congestion.",Aundh,Illegal Parking,2025-04-05,Road Damage,High,In Progress,Nigdi,Tree Fall,1,2024-08-09,High,4,Issue handled professionally.,Completed,4066,2024-01-23,4202,4066,No,Illegal Parking,Aundh
C4011,"High noise levels from activities near Lane 40 in Pashan, disturbing peace.",Pashan,Noise Pollution,2025-01-31,Noise Pollution,High,In Progress,Kharadi,Water Leakage,4,2024-01-27,High,4,Very satisfied with the resolution.,Completed,925,2024-07-07,1103,925,No,Noise Pollution,Pashan
C4012,"High noise levels from activities near Lane 51 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2025-02-02,Animal Nuisance,High,Resolved,Lohegaon,Water Leakage,1,2024-05-05,High,5,"Resolved quickly, thanks!",Completed,3762,2024-12-08,3347,3762,Yes,Noise Pollution,Kharadi
C4013,"Unauthorized parking near Lane 45 in Pimpri, causing congestion.",Pimpri,Illegal Parking,2025-03-10,Animal Nuisance,High,Pending,Swargate,Water Leakage,19,2024-07-11,High,4,Appreciate the fast response.,Completed,1921,2024-10-04,2008,1921,No,Illegal Parking,Pimpri
C4014,"Water leakage from pipeline near Lane 51 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2025-03-22,Sewage Problem,Medium,Pending,Camp,Water Leakage,17,2024-04-02,Medium,5,Issue handled professionally.,Completed,4413,2024-08-09,4256,4413,No,Water Issue,Thergaon
C4015,"Damaged road with potholes near Lane 19 in Wanowrie, dangerous for vehicles.",Wanowrie,Road Damage,2025-01-26,Tree Falling,High,Resolved,Wakad,Tree Fall,18,2024-09-28,High,5,"Resolved quickly, thanks!",Completed,1666,2024-08-15,2101,1666,Yes,Road Damage,Wanowrie
C4016,"Sewage overflow issue near Lane 30 in Pimpri, foul smell and waterlogging.",Pimpri,Sewage Problem,2025-03-05,Road Damage,Medium,In Progress,Lohegaon,Road Damage,13,2024-10-09,Medium,5,Appreciate the fast response.,Completed,4728,2024-03-03,4521,4728,No,Sewage Problem,Pimpri
C4017,"High noise levels from activities near Lane 10 in Viman Nagar, disturbing peace.",Viman Nagar,Noise Pollution,2025-01-23,Sewage Problem,Low,Pending,Vishrantwadi,Illegal Construction,1,2024-11-18,Low,5,Appreciate the fast response.,Completed,7449,2024-08-03,7904,7449,Yes,Noise Pollution,Viman Nagar
C4018,"Uncollected garbage near Lane 65 in Bibwewadi, causing health concerns.",Bibwewadi,Garbage Issue,2025-02-05,Illegal Parking,Low,Pending,Hadapsar,Street Light,18,2024-11-13,Low,5,"Great service, very happy.",Completed,6397,2024-09-20,6467,6397,No,Garbage Issue,Bibwewadi
C4019,"Frequent power cuts near Lane 28 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2025-03-21,Streetlight Issue,Medium,Pending,Bavdhan,Drainage Problem,20,2024-03-24,Medium,5,Issue handled professionally.,Completed,6470,2024-08-09,6619,6470,No,Electricity Issue,Bibwewadi
C4020,"Streetlights not working near Lane 19 in Chinchwad, causing night-time hazards.",Chinchwad,Streetlight Issue,2025-03-14,Sewage Problem,Medium,In Progress,Aundh,Noise Pollution,8,2024-05-20,Medium,3,Average service.,Completed,2496,2024-01-02,2606,2496,No,Streetlight Issue,Chinchwad
C4021,"Frequent power cuts near Lane 23 in Aundh, needs investigation.",Aundh,Electricity Issue,2025-02-07,Electricity Issue,Low,Resolved,Kothrud,Road Damage,9,2024-11-06,Low,2,Had to follow up multiple times.,Completed,7326,2025-02-08,7529,7326,No,Electricity Issue,Aundh
C4022,"Stray dogs causing fear near Lane 6 in Balewadi, especially for kids.",Balewadi,Animal Nuisance,2025-03-03,Garbage Issue,Medium,In Progress,Dhanori,Street Light,4,2024-02-05,Medium,3,Neutral experience.,Escalated,0,,-258,0,No,Animal Nuisance,Balewadi
C4023,"Uncollected garbage near Lane 18 in NIBM Road, causing health concerns.",NIBM Road,Garbage Issue,2025-02-15,Electricity Issue,Medium,In Progress,Swargate,Sewage Overflow,8,2024-08-09,Medium,4,Very satisfied with the resolution.,Completed,4537,2024-11-09,4867,4537,Yes,Garbage Issue,NIBM Road
C4024,"High noise levels from activities near Lane 1 in Swargate, disturbing peace.",Swargate,Noise Pollution,2025-01-19,Animal Nuisance,High,In Progress,Pashan,Tree Fall,1,2024-05-09,High,5,Appreciate the fast response.,Completed,2657,2024-05-01,2717,2657,No,Noise Pollution,Swargate
C4025,"Unauthorized parking near Lane 52 in NIBM Road, causing congestion.",NIBM Road,Illegal Parking,2025-01-28,Noise Pollution,High,Pending,Lohegaon,Illegal Construction,18,2024-06-28,High,5,"Resolved quickly, thanks!",Completed,2319,2025-02-05,2778,2319,Yes,Illegal Parking,NIBM Road
C4026,"High noise levels from activities near Lane 27 in Balewadi, disturbing peace.",Balewadi,Noise Pollution,2025-02-19,Sewage Problem,High,Pending,Wakad,Road Damage,2,2024-04-17,High,5,"Resolved quickly, thanks!",In Progress,0,,-469,0,Yes,Noise Pollution,Balewadi
C4027,"Uncollected garbage near Lane 15 in Wanowrie, causing health concerns.",Wanowrie,Garbage Issue,2025-03-13,Electricity Issue,Low,Resolved,Karvenagar,Animal Nuisance,14,2024-10-01,Low,5,"Resolved quickly, thanks!",Completed,4059,2024-07-09,3949,4059,No,Garbage Issue,Wanowrie
C4028,"Unauthorized parking near Lane 30 in Viman Nagar, causing congestion.",Viman Nagar,Illegal Parking,2025-03-16,Sewage Problem,Medium,Pending,Bavdhan,Illegal Construction,11,2024-09-10,Medium,5,"Resolved quickly, thanks!",Completed,4354,2024-08-19,4130,4354,No,Illegal Parking,Viman Nagar
C4029,"Streetlights not working near Lane 30 in Shivajinagar, causing night-time hazards.",Shivajinagar,Streetlight Issue,2025-02-05,Electricity Issue,Low,Resolved,Swargate,Water Leakage,19,2024-08-07,Low,4,"Great service, very happy.",Completed,3786,2024-10-05,3817,3786,No,Streetlight Issue,Shivajinagar
C4030,"Unauthorized parking near Lane 53 in Kondhwa, causing congestion.",Kondhwa,Illegal Parking,2025-04-08,Streetlight Issue,Medium,In Progress,Talegaon,Tree Fall,14,2024-07-07,Medium,4,Issue handled professionally.,Completed,2085,2025-03-26,1738,2085,Yes,Illegal Parking,Kondhwa
C4031,"Streetlights not working near Lane 50 in Deccan, causing night-time hazards.",Deccan,Streetlight Issue,2025-02-22,Garbage Issue,Low,In Progress,Dhanori,Water Leakage,2,2024-06-27,Low,3,"Not bad, not great.",Rejected,0,,-118,0,No,Streetlight Issue,Deccan
C4032,"Tree fallen near Lane 13 in Thergaon, blocking road and footpath.",Thergaon,Tree Falling,2025-03-21,Sewage Problem,High,Pending,Kothrud,Garbage Issue,9,2024-05-15,High,5,Issue handled professionally.,Completed,4008,2024-09-16,3575,4008,Yes,Tree Falling,Thergaon
C4033,"Uncollected garbage near Lane 53 in Hadapsar, causing health concerns.",Hadapsar,Garbage Issue,2025-02-15,Garbage Issue,Low,In Progress,Shivajinagar,Sewage Overflow,7,2024-05-08,Low,4,Issue handled professionally.,Rejected,0,,377,0,Yes,Garbage Issue,Hadapsar
C4034,"Sewage overflow issue near Lane 58 in Pimpri, foul smell and waterlogging.",Pimpri,Sewage Problem,2025-01-05,Noise Pollution,High,Pending,Viman Nagar,Street Light,13,2024-09-17,High,2,Average service.,Completed,9348,2024-01-10,9731,9348,Yes,Sewage Problem,Pimpri
C4035,"Streetlights not working near Lane 9 in Pashan, causing night-time hazards.",Pashan,Streetlight Issue,2025-03-29,Illegal Parking,Medium,In Progress,Kondhwa,Noise Pollution,15,2024-04-21,Medium,5,Issue handled professionally.,Completed,2341,2024-06-28,2054,2341,No,Streetlight Issue,Pashan
C4036,"Unauthorized parking near Lane 66 in Wanowrie, causing congestion.",Wanowrie,Illegal Parking,2025-03-12,Electricity Issue,High,Resolved,Kharadi,Illegal Construction,19,2024-12-26,High,4,"Resolved quickly, thanks!",In Progress,0,,154,0,No,Illegal Parking,Wanowrie
C4037,"Stray dogs causing fear near Lane 34 in Baner, especially for kids.",Baner,Animal Nuisance,2025-02-05,Noise Pollution,Low,Pending,Nanded,Garbage Issue,5,2024-10-04,Low,5,"Resolved quickly, thanks!",Completed,1350,2024-02-21,1225,1350,No,Animal Nuisance,Baner
C4038,"Sewage overflow issue near Lane 16 in Kharadi, foul smell and waterlogging.",Kharadi,Sewage Problem,2025-02-28,Noise Pollution,Medium,In Progress,Aundh,Water Leakage,5,2024-04-18,Medium,3,Average service.,Completed,9117,2024-04-21,9360,9117,No,Sewage Problem,Kharadi
C4039,"Tree fallen near Lane 65 in Bibwewadi, blocking road and footpath.",Bibwewadi,Tree Falling,2025-03-12,Tree Falling,High,Resolved,Dhankawadi,Tree Fall,15,2024-06-05,High,3,"Not bad, not great.",In Progress,0,,-288,0,No,Tree Falling,Bibwewadi
C4040,"Frequent power cuts near Lane 43 in Sinhagad Road, needs investigation.",Sinhagad Road,Electricity Issue,2025-01-20,Water Issue,Low,In Progress,Sinhagad Road,Road Damage,16,2024-04-16,Low,1,Issue still persists.,Completed,3988,2025-03-06,3566,3988,Yes,Electricity Issue,Sinhagad Road
C4041,"Unauthorized parking near Lane 30 in Deccan, causing congestion.",Deccan,Illegal Parking,2025-02-22,Noise Pollution,Medium,Pending,Erandwane,Water Leakage,6,2024-03-17,Medium,2,Average service.,Escalated,0,,225,0,No,Illegal Parking,Deccan
C4042,"Stray dogs causing fear near Lane 61 in Erandwane, especially for kids.",Erandwane,Animal Nuisance,2025-01-22,Water Issue,High,Pending,Pashan,Road Damage,20,2024-02-12,High,4,Issue handled professionally.,Rejected,0,,127,0,No,Animal Nuisance,Erandwane
C4043,"Frequent power cuts near Lane 5 in Baner, needs investigation.",Baner,Electricity Issue,2025-02-05,Noise Pollution,Medium,In Progress,Nigdi,Sewage Overflow,1,2024-12-12,Medium,2,Took some time but resolved.,In Progress,0,,103,0,No,Electricity Issue,Baner
C4044,"Uncollected garbage near Lane 68 in Kondhwa, causing health concerns.",Kondhwa,Garbage Issue,2025-01-04,Sewage Problem,Low,In Progress,Camp,Animal Nuisance,19,2024-04-21,Low,5,"Great service, very happy.",Completed,7470,2024-07-09,7751,7470,No,Garbage Issue,Kondhwa
C4045,"Unauthorized parking near Lane 56 in Thergaon, causing congestion.",Thergaon,Illegal Parking,2025-01-18,Water Issue,Low,Pending,Nanded,Tree Fall,11,2024-03-06,Low,3,Average service.,Rejected,0,,422,0,Yes,Illegal Parking,Thergaon
C4046,"Damaged road with potholes near Lane 15 in Pashan, dangerous for vehicles.",Pashan,Road Damage,2025-01-05,Noise Pollution,Low,Pending,Nanded,Illegal Construction,15,2024-11-01,Low,2,Average service.,Completed,2516,2024-03-18,2396,2516,No,Road Damage,Pashan
C4047,"Water leakage from pipeline near Lane 62 in Model Colony, needs urgent attention.",Model Colony,Water Issue,2025-03-22,Garbage Issue,Low,Resolved,Pimpri,Animal Nuisance,1,2024-03-06,Low,4,"Great service, very happy.",In Progress,0,,179,0,No,Water Issue,Model Colony
C4048,"Water leakage from pipeline near Lane 6 in Viman Nagar, needs urgent attention.",Viman Nagar,Water Issue,2025-02-05,Noise Pollution,Low,Pending,Nanded,Illegal Construction,9,2024-09-02,Low,5,"Resolved quickly, thanks!",Completed,3236,2024-05-12,2793,3236,Yes,Water Issue,Viman Nagar
C4049,"Water leakage from pipeline near Lane 48 in Bavdhan, needs urgent attention.",Bavdhan,Water Issue,2025-02-20,Road Damage,Low,Resolved,Lohegaon,Water Leakage,10,2024-06-11,Low,5,"Resolved quickly, thanks!",Completed,6162,2024-05-20,6457,6162,No,Water Issue,Bavdhan
C4050,"Sewage overflow issue near Lane 64 in Kharadi, foul smell and waterlogging.",Kharadi,Sewage Problem,2025-03-12,Illegal Parking,Medium,Resolved,Erandwane,Garbage Issue,9,2024-10-04,Medium,4,Issue handled professionally.,Completed,4740,2025-02-25,4265,4740,Yes,Sewage Problem,Kharadi
C4051,"Sewage overflow issue near Lane 37 in Parvati, foul smell and waterlogging.",Parvati,Sewage Problem,2025-03-14,Streetlight Issue,Medium,Pending,Camp,Sewage Overflow,20,2024-04-14,Medium,4,Appreciate the fast response.,Completed,2688,2025-01-25,3068,2688,Yes,Sewage Problem,Parvati
C4052,"Damaged road with potholes near Lane 48 in Wanowrie, dangerous for vehicles.",Wanowrie,Road Damage,2025-02-11,Electricity Issue,High,In Progress,Pashan,Noise Pollution,20,2024-02-09,High,2,It was okay.,Completed,2073,2024-03-22,2019,2073,No,Road Damage,Wanowrie
C4053,"Damaged road with potholes near Lane 1 in Wagholi, dangerous for vehicles.",Wagholi,Road Damage,2025-02-19,Tree Falling,Low,In Progress,Shivajinagar,Sewage Overflow,1,2024-08-13,Low,2,Neutral experience.,Completed,9922,2024-07-31,9487,9922,Yes,Road Damage,Wagholi
C4054,"Frequent power cuts near Lane 52 in Baner, needs investigation.",Baner,Electricity Issue,2025-03-07,Tree Falling,Medium,Resolved,Vishrantwadi,Street Light,17,2024-03-02,Medium,4,Very satisfied with the resolution.,In Progress,0,,420,0,Yes,Electricity Issue,Baner
C4055,"Streetlights not working near Lane 43 in Sinhagad Road, causing night-time hazards.",Sinhagad Road,Streetlight Issue,2025-02-21,Sewage Problem,Medium,Pending,Hadapsar,Sewage Overflow,6,2024-06-13,Medium,2,It was okay.,In Progress,0,,259,0,No,Streetlight Issue,Sinhagad Road
C4056,"Stray dogs causing fear near Lane 22 in Balewadi, especially for kids.",Balewadi,Animal Nuisance,2025-03-17,Water Issue,Medium,Resolved,Kharadi,Street Light,12,2024-11-26,Medium,4,Appreciate the fast response.,In Progress,0,,-247,0,No,Animal Nuisance,Balewadi
C4057,"Streetlights not working near Lane 55 in Balewadi, causing night-time hazards.",Balewadi,Streetlight Issue,2025-02-24,Electricity Issue,Low,Resolved,Baner,Sewage Overflow,15,2024-10-26,Low,5,Appreciate the fast response.,Completed,9383,2024-07-18,9781,9383,Yes,Streetlight Issue,Balewadi
C4058,"Damaged road with potholes near Lane 20 in Pashan, dangerous for vehicles.",Pashan,Road Damage,2025-03-04,Electricity Issue,High,In Progress,Sinhagad Road,Animal Nuisance,3,2024-07-19,High,4,"Resolved quickly, thanks!",Completed,3004,2025-02-05,3471,3004,Yes,Road Damage,Pashan
C4059,"Unauthorized parking near Lane 50 in Baner, causing congestion.",Baner,Illegal Parking,2025-03-22,Sewage Problem,High,In Progress,Sinhagad Road,Animal Nuisance,16,2024-08-10,High,3,Took some time but resolved.,Completed,859,2025-01-07,402,859,Yes,Illegal Parking,Baner
C4060,"Tree fallen near Lane 11 in Kothrud, blocking road and footpath.",Kothrud,Tree Falling,2025-01-27,Illegal Parking,Low,In Progress,Nigdi,Street Light,17,2024-10-10,Low,5,Issue handled professionally.,Completed,6315,2025-02-13,5911,6315,Yes,Tree Falling,Kothrud
C4061,"Uncollected garbage near Lane 44 in Model Colony, causing health concerns.",Model Colony,Garbage Issue,2025-01-08,Sewage Problem,Medium,Resolved,Nigdi,Drainage Problem,13,2024-08-05,Medium,5,Very satisfied with the resolution.,Rejected,0,,53,0,No,Garbage Issue,Model Colony
C4062,"Tree fallen near Lane 24 in Thergaon, blocking road and footpath.",Thergaon,Tree Falling,2025-01-31,Garbage Issue,High,In Progress,Parvati,Animal Nuisance,7,2024-10-23,High,4,"Great service, very happy.",Completed,937,2024-12-07,663,937,No,Tree Falling,Thergaon
C4063,"Uncollected garbage near Lane 20 in Deccan, causing health concerns.",Deccan,Garbage Issue,2025-02-13,Road Damage,Medium,Pending,Fursungi,Drainage Problem,5,2024-08-03,Medium,5,Very satisfied with the resolution.,Rejected,0,,273,0,No,Garbage Issue,Deccan
C4064,"Frequent power cuts near Lane 22 in Wanowrie, needs investigation.",Wanowrie,Electricity Issue,2025-02-12,Water Issue,Low,Resolved,Sinhagad Road,Sewage Overflow,11,2024-09-12,Low,4,"Resolved quickly, thanks!",Completed,4467,2025-03-07,4645,4467,No,Electricity Issue,Wanowrie
C4065,"High noise levels from activities near Lane 2 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2025-02-27,Animal Nuisance,Medium,Pending,Shivajinagar,Water Leakage,11,2024-07-08,Medium,4,Appreciate the fast response.,Completed,7178,2024-06-03,7113,7178,No,Noise Pollution,Kharadi
C4066,"Frequent power cuts near Lane 4 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2025-02-17,Tree Falling,Medium,Resolved,Chinchwad,Water Leakage,9,2024-05-28,Medium,3,Neutral experience.,In Progress,0,,290,0,No,Electricity Issue,Pimpri
C4067,"Sewage overflow issue near Lane 32 in Viman Nagar, foul smell and waterlogging.",Viman Nagar,Sewage Problem,2025-03-25,Road Damage,Low,Pending,Bibwewadi,Garbage Issue,11,2024-03-02,Low,4,"Great service, very happy.",Completed,5560,2024-09-15,5660,5560,No,Sewage Problem,Viman Nagar
C4068,"Water leakage from pipeline near Lane 63 in Dhankawadi, needs urgent attention.",Dhankawadi,Water Issue,2025-01-20,Sewage Problem,High,In Progress,Bibwewadi,Sewage Overflow,9,2024-11-22,High,5,Appreciate the fast response.,Completed,9786,2025-03-11,9664,9786,No,Water Issue,Dhankawadi
C4069,"Frequent power cuts near Lane 42 in Balewadi, needs investigation.",Balewadi,Electricity Issue,2025-04-08,Animal Nuisance,High,Pending,Aundh,Illegal Construction,16,2024-02-12,High,5,Appreciate the fast response.,Completed,2031,2025-02-27,1708,2031,Yes,Electricity Issue,Balewadi
C4070,"Water leakage from pipeline near Lane 26 in Pashan, needs urgent attention.",Pashan,Water Issue,2025-02-19,Water Issue,High,Pending,Hadapsar,Noise Pollution,18,2024-10-24,High,4,Appreciate the fast response.,Rejected,0,,-74,0,No,Water Issue,Pashan
C4071,"Tree fallen near Lane 50 in Hadapsar, blocking road and footpath.",Hadapsar,Tree Falling,2025-03-30,Illegal Parking,Medium,Pending,Erandwane,Drainage Problem,4,2024-09-01,Medium,4,"Resolved quickly, thanks!",Completed,5138,2024-03-11,5552,5138,Yes,Tree Falling,Hadapsar
C4072,"Damaged road with potholes near Lane 42 in Pashan, dangerous for vehicles.",Pashan,Road Damage,2025-03-14,Streetlight Issue,High,In Progress,Aundh,Drainage Problem,11,2024-05-08,High,5,"Great service, very happy.",Escalated,0,,208,0,No,Road Damage,Pashan
C4073,"Tree fallen near Lane 53 in Hadapsar, blocking road and footpath.",Hadapsar,Tree Falling,2025-02-28,Garbage Issue,Medium,Pending,Dhanori,Street Light,5,2024-05-16,Medium,5,Very satisfied with the resolution.,Completed,9861,2024-12-07,9667,9861,No,Tree Falling,Hadapsar
C4074,"Unauthorized parking near Lane 7 in Deccan, causing congestion.",Deccan,Illegal Parking,2025-01-03,Streetlight Issue,High,Resolved,Lohegaon,Garbage Issue,6,2024-02-04,High,3,Took some time but resolved.,Completed,1902,2024-03-13,2180,1902,No,Illegal Parking,Deccan
C4075,"Tree fallen near Lane 56 in Baner, blocking road and footpath.",Baner,Tree Falling,2025-03-26,Streetlight Issue,High,In Progress,Camp,Water Leakage,18,2024-09-21,High,4,"Great service, very happy.",Completed,2655,2025-03-02,2658,2655,No,Tree Falling,Baner
C4076,"Damaged road with potholes near Lane 17 in Viman Nagar, dangerous for vehicles.",Viman Nagar,Road Damage,2025-01-31,Illegal Parking,Low,Resolved,Karvenagar,Tree Fall,14,2024-06-29,Low,5,Very satisfied with the resolution.,Completed,9576,2024-05-18,9343,9576,No,Road Damage,Viman Nagar
C4077,"Streetlights not working near Lane 18 in Hadapsar, causing night-time hazards.",Hadapsar,Streetlight Issue,2025-03-21,Animal Nuisance,High,In Progress,Hadapsar,Street Light,12,2024-06-11,High,5,Issue handled professionally.,Completed,7534,2024-04-27,7619,7534,No,Streetlight Issue,Hadapsar
C4078,"Tree fallen near Lane 35 in Dhanori, blocking road and footpath.",Dhanori,Tree Falling,2025-01-19,Water Issue,Low,In Progress,Baner,Illegal Construction,3,2024-04-22,Low,2,"Not bad, not great.",Rejected,0,,-493,0,Yes,Tree Falling,Dhanori
C4079,"Stray dogs causing fear near Lane 19 in Aundh, especially for kids.",Aundh,Animal Nuisance,2025-02-26,Streetlight Issue,High,In Progress,Balewadi,Tree Fall,8,2024-04-14,High,2,Very poor response.,In Progress,0,,419,0,Yes,Animal Nuisance,Aundh
C4080,"Damaged road with potholes near Lane 13 in Model Colony, dangerous for vehicles.",Model Colony,Road Damage,2025-01-15,Sewage Problem,Medium,Pending,Bavdhan,Road Damage,1,2024-03-03,Medium,5,Very satisfied with the resolution.,Completed,7839,2024-07-05,7846,7839,No,Road Damage,Model Colony
C4081,"Tree fallen near Lane 38 in NIBM Road, blocking road and footpath.",NIBM Road,Tree Falling,2025-01-30,Road Damage,Medium,Resolved,Dhankawadi,Animal Nuisance,8,2024-01-25,Medium,5,Appreciate the fast response.,Completed,4830,2024-02-19,4805,4830,No,Tree Falling,NIBM Road
C4082,"Frequent power cuts near Lane 5 in Swargate, needs investigation.",Swargate,Electricity Issue,2025-02-16,Water Issue,High,Resolved,Kondhwa,Tree Fall,19,2024-03-29,High,5,Issue handled professionally.,Completed,2888,2024-10-25,2684,2888,No,Electricity Issue,Swargate
C4083,"Water leakage from pipeline near Lane 10 in Warje, needs urgent attention.",Warje,Water Issue,2025-04-10,Sewage Problem,High,In Progress,Balewadi,Street Light,3,2024-08-26,High,1,Took too long to resolve.,Completed,2626,2024-07-03,2289,2626,Yes,Water Issue,Warje
C4084,"Stray dogs causing fear near Lane 28 in Deccan, especially for kids.",Deccan,Animal Nuisance,2025-03-08,Noise Pollution,Medium,In Progress,Vishrantwadi,Sewage Overflow,5,2024-12-13,Medium,1,Very poor response.,Completed,5563,2024-11-06,5547,5563,No,Animal Nuisance,Deccan
C4085,"Sewage overflow issue near Lane 1 in Model Colony, foul smell and waterlogging.",Model Colony,Sewage Problem,2025-01-29,Water Issue,Medium,In Progress,Pashan,Animal Nuisance,14,2024-01-16,Medium,5,Very satisfied with the resolution.,Completed,1128,2024-03-30,1224,1128,No,Sewage Problem,Model Colony
C4086,"Stray dogs causing fear near Lane 8 in Warje, especially for kids.",Warje,Animal Nuisance,2025-03-31,Streetlight Issue,High,Pending,Swargate,Water Leakage,6,2024-04-22,High,5,Appreciate the fast response.,In Progress,0,,-429,0,Yes,Animal Nuisance,Warje
C4087,"Unauthorized parking near Lane 5 in Thergaon, causing congestion.",Thergaon,Illegal Parking,2025-03-09,Animal Nuisance,Medium,In Progress,Bibwewadi,Water Leakage,8,2024-09-27,Medium,4,"Great service, very happy.",Completed,3015,2024-05-24,3081,3015,No,Illegal Parking,Thergaon
C4088,"High noise levels from activities near Lane 18 in Nigdi, disturbing peace.",Nigdi,Noise Pollution,2025-02-27,Tree Falling,Medium,Pending,Kondhwa,Sewage Overflow,11,2024-07-25,Medium,4,Appreciate the fast response.,In Progress,0,,404,0,Yes,Noise Pollution,Nigdi
C4089,"Tree fallen near Lane 24 in Wagholi, blocking road and footpath.",Wagholi,Tree Falling,2025-04-09,Noise Pollution,Medium,Pending,Shivajinagar,Street Light,8,2024-08-30,Medium,4,Very satisfied with the resolution.,Completed,4338,2025-03-18,4396,4338,No,Tree Falling,Wagholi
C4090,"Water leakage from pipeline near Lane 67 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2025-02-01,Tree Falling,Medium,Resolved,Kothrud,Water Leakage,9,2024-09-02,Medium,4,Appreciate the fast response.,Rejected,0,,410,0,Yes,Water Issue,Erandwane
C4091,"Uncollected garbage near Lane 51 in Bibwewadi, causing health concerns.",Bibwewadi,Garbage Issue,2025-03-25,Streetlight Issue,High,In Progress,Viman Nagar,Illegal Construction,3,2024-09-18,High,4,"Resolved quickly, thanks!",Completed,6963,2024-11-12,7406,6963,Yes,Garbage Issue,Bibwewadi
C4092,"High noise levels from activities near Lane 38 in Chinchwad, disturbing peace.",Chinchwad,Noise Pollution,2025-02-02,Road Damage,High,Pending,Talegaon,Sewage Overflow,5,2024-05-28,High,3,"Not bad, not great.",Rejected,0,,-263,0,No,Noise Pollution,Chinchwad
C4093,"High noise levels from activities near Lane 63 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2025-02-21,Water Issue,High,Resolved,Swargate,Illegal Construction,11,2024-04-24,High,4,Issue handled professionally.,In Progress,0,,-397,0,Yes,Noise Pollution,Kothrud
C4094,"Streetlights not working near Lane 16 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2025-03-23,Electricity Issue,Medium,Pending,Nanded,Drainage Problem,15,2024-11-24,Medium,1,Had to follow up multiple times.,Completed,701,2024-04-11,410,701,No,Streetlight Issue,Dhanori
C4095,"Stray dogs causing fear near Lane 60 in Model Colony, especially for kids.",Model Colony,Animal Nuisance,2025-02-11,Electricity Issue,Low,Pending,Wakad,Sewage Overflow,12,2024-06-16,Low,2,It was okay.,Completed,7389,2024-08-10,7442,7389,No,Animal Nuisance,Model Colony
C4096,"Sewage overflow issue near Lane 30 in Viman Nagar, foul smell and waterlogging.",Viman Nagar,Sewage Problem,2025-01-31,Streetlight Issue,High,Pending,Camp,Noise Pollution,16,2024-05-17,High,5,Very satisfied with the resolution.,In Progress,0,,327,0,Yes,Sewage Problem,Viman Nagar
C4097,"Damaged road with potholes near Lane 61 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2025-01-25,Noise Pollution,Medium,Pending,Dhanori,Tree Fall,9,2024-02-02,Medium,4,Very satisfied with the resolution.,Completed,4724,2024-11-29,4691,4724,No,Road Damage,Kondhwa
