area,department,month,total_spent,complaints_handled,avg_cost,performance
Parvati,Urban Forestry and Landscaping Department,February 2024,45184,32,1412,Good
Parvati,Urban Forestry and Landscaping Department,March 2024,106819,37,2887,Good
Parvati,Urban Forestry and Landscaping Department,April 2024,109200,65,1680,Bad
Parvati,Urban Forestry and Landscaping Department,May 2024,119160,90,1324,Bad
Parvati,Urban Forestry and Landscaping Department,June 2024,95874,57,1682,Bad
Parvati,Urban Forestry and Landscaping Department,July 2024,41101,23,1787,Good
Parvati,Urban Forestry and Landscaping Department,August 2024,45543,19,2397,Good
Parvati,Urban Forestry and Landscaping Department,September 2024,39741,39,1019,Good
Parvati,Urban Forestry and Landscaping Department,October 2024,49118,82,599,Bad
Parvati,Urban Forestry and Landscaping Department,November 2024,93780,90,1042,Bad
Parvati,Urban Forestry and Landscaping Department,December 2024,40110,15,2674,Good
Parvati,Animal Control and Welfare Department,January 2024,104321,49,2129,Good
Parvati,Animal Control and Welfare Department,February 2024,41075,53,775,Bad
Parvati,Animal Control and Welfare Department,March 2024,73983,39,1897,Good
Parvati,Animal Control and Welfare Department,April 2024,59976,72,833,Bad
Parvati,Animal Control and Welfare Department,May 2024,111069,63,1763,Bad
Parvati,Animal Control and Welfare Department,June 2024,157502,61,2582,Bad
Parvati,Animal Control and Welfare Department,July 2024,17220,30,574,Good
Parvati,Animal Control and Welfare Department,August 2024,219564,76,2889,Bad
Parvati,Animal Control and Welfare Department,September 2024,130000,65,2000,Bad
Parvati,Animal Control and Welfare Department,October 2024,99195,85,1167,Bad
Parvati,Animal Control and Welfare Department,November 2024,18240,16,1140,Good
Parvati,Animal Control and Welfare Department,December 2024,236509,91,2599,Bad
Parvati,Sewerage and Drainage Department,January 2024,77748,62,1254,Bad
Parvati,Sewerage and Drainage Department,February 2024,100632,84,1198,Bad
Parvati,Sewerage and Drainage Department,March 2024,87040,85,1024,Bad
Parvati,Sewerage and Drainage Department,April 2024,73892,91,812,Bad
Parvati,Sewerage and Drainage Department,May 2024,61306,58,1057,Bad
Parvati,Sewerage and Drainage Department,June 2024,133684,76,1759,Bad
Parvati,Sewerage and Drainage Department,July 2024,134007,57,2351,Bad
Parvati,Sewerage and Drainage Department,August 2024,37439,29,1291,Good
Parvati,Sewerage and Drainage Department,September 2024,11148,6,1858,Good
Parvati,Sewerage and Drainage Department,October 2024,105493,41,2573,Good
Parvati,Sewerage and Drainage Department,November 2024,168896,91,1856,Bad
Parvati,Sewerage and Drainage Department,December 2024,192270,65,2958,Bad
Warje,Municipal Waste Management Department,January 2024,24816,12,2068,Good
Warje,Municipal Waste Management Department,February 2024,58457,49,1193,Good
Warje,Municipal Waste Management Department,March 2024,90816,66,1376,Bad
Warje,Municipal Waste Management Department,April 2024,245168,88,2786,Bad
Warje,Municipal Waste Management Department,May 2024,185785,73,2545,Bad
Warje,Municipal Waste Management Department,June 2024,7765,5,1553,Good
Warje,Municipal Waste Management Department,July 2024,42320,20,2116,Good
Warje,Municipal Waste Management Department,August 2024,198822,78,2549,Bad
Warje,Municipal Waste Management Department,September 2024,255600,100,2556,Bad
Warje,Municipal Waste Management Department,October 2024,52635,33,1595,Good
Warje,Municipal Waste Management Department,November 2024,45942,62,741,Bad
Warje,Municipal Waste Management Department,December 2024,142785,57,2505,Bad
Warje,Water Supply and Sanitation Department,January 2024,280308,94,2982,Bad
Warje,Water Supply and Sanitation Department,February 2024,49742,34,1463,Good
Warje,Water Supply and Sanitation Department,March 2024,26964,36,749,Good
Warje,Water Supply and Sanitation Department,April 2024,63116,62,1018,Bad
Warje,Water Supply and Sanitation Department,May 2024,21903,21,1043,Good
Warje,Water Supply and Sanitation Department,June 2024,283536,99,2864,Bad
Warje,Water Supply and Sanitation Department,July 2024,104728,76,1378,Bad
Warje,Water Supply and Sanitation Department,August 2024,45150,50,903,Bad
Warje,Water Supply and Sanitation Department,September 2024,19052,11,1732,Good
Warje,Water Supply and Sanitation Department,October 2024,158080,64,2470,Bad
Warje,Water Supply and Sanitation Department,November 2024,115911,81,1431,Bad
Warje,Water Supply and Sanitation Department,December 2024,46296,24,1929,Good
Warje,Electricity Distribution Department,January 2024,136958,47,2914,Good
Warje,Electricity Distribution Department,February 2024,43680,32,1365,Good
Warje,Electricity Distribution Department,March 2024,109040,94,1160,Bad
Warje,Electricity Distribution Department,April 2024,98840,70,1412,Bad
Warje,Electricity Distribution Department,May 2024,8190,7,1170,Good
Warje,Electricity Distribution Department,June 2024,75738,78,971,Bad
Warje,Electricity Distribution Department,July 2024,109624,71,1544,Bad
Warje,Electricity Distribution Department,August 2024,231222,89,2598,Bad
Warje,Electricity Distribution Department,September 2024,110400,40,2760,Good
Warje,Electricity Distribution Department,October 2024,8040,12,670,Good
Warje,Electricity Distribution Department,November 2024,141876,63,2252,Bad
Warje,Electricity Distribution Department,December 2024,130508,59,2212,Bad
Warje,Public Works Department,January 2024,48620,20,2431,Good
Warje,Public Works Department,February 2024,117299,91,1289,Bad
Warje,Public Works Department,March 2024,133052,62,2146,Bad
Warje,Public Works Department,April 2024,171369,99,1731,Bad
Warje,Public Works Department,May 2024,117649,49,2401,Good
Warje,Public Works Department,June 2024,93456,59,1584,Bad
Warje,Public Works Department,July 2024,151872,84,1808,Bad
Warje,Public Works Department,August 2024,184923,81,2283,Bad
Warje,Public Works Department,September 2024,226868,86,2638,Bad
Warje,Public Works Department,October 2024,165669,69,2401,Bad
Warje,Public Works Department,November 2024,37539,43,873,Good
Warje,Public Works Department,December 2024,15174,27,562,Good
Warje,Environmental Protection Department,January 2024,45360,30,1512,Good
Warje,Environmental Protection Department,February 2024,23243,11,2113,Good
Warje,Environmental Protection Department,March 2024,98255,43,2285,Good
Warje,Environmental Protection Department,April 2024,47600,20,2380,Good
Warje,Environmental Protection Department,May 2024,90882,34,2673,Good
Warje,Environmental Protection Department,June 2024,41076,36,1141,Good
Warje,Environmental Protection Department,July 2024,35328,46,768,Good
Warje,Environmental Protection Department,August 2024,83916,63,1332,Bad
Warje,Environmental Protection Department,September 2024,159358,86,1853,Bad
Warje,Environmental Protection Department,October 2024,70230,30,2341,Good
Warje,Environmental Protection Department,November 2024,21903,21,1043,Good
Warje,Environmental Protection Department,December 2024,109647,93,1179,Bad
Warje,Traffic and Transportation Department,January 2024,98742,42,2351,Good
Warje,Traffic and Transportation Department,February 2024,237780,90,2642,Bad
Warje,Traffic and Transportation Department,March 2024,58800,48,1225,Good
Warje,Traffic and Transportation Department,April 2024,139482,63,2214,Bad
Warje,Traffic and Transportation Department,May 2024,173184,64,2706,Bad
Warje,Traffic and Transportation Department,June 2024,42228,27,1564,Good
Warje,Traffic and Transportation Department,July 2024,148680,84,1770,Bad
Warje,Traffic and Transportation Department,August 2024,2855,5,571,Good
Warje,Traffic and Transportation Department,September 2024,56070,63,890,Bad
Warje,Traffic and Transportation Department,October 2024,12733,17,749,Good
Warje,Traffic and Transportation Department,November 2024,165456,72,2298,Bad
Warje,Traffic and Transportation Department,December 2024,56589,39,1451,Good
Warje,Environmental Protection Department,January 2024,84284,76,1109,Bad
Warje,Environmental Protection Department,February 2024,10122,7,1446,Good
Warje,Environmental Protection Department,March 2024,121770,66,1845,Bad
Warje,Environmental Protection Department,April 2024,21555,9,2395,Good
Warje,Environmental Protection Department,May 2024,14816,16,926,Good
Warje,Environmental Protection Department,June 2024,80595,27,2985,Good
Warje,Environmental Protection Department,July 2024,134725,85,1585,Bad
Warje,Environmental Protection Department,August 2024,98686,98,1007,Bad
Warje,Environmental Protection Department,September 2024,15674,17,922,Good
Warje,Environmental Protection Department,October 2024,38898,18,2161,Good
Warje,Environmental Protection Department,November 2024,134652,84,1603,Bad
Warje,Environmental Protection Department,December 2024,147875,91,1625,Bad
Warje,Urban Forestry and Landscaping Department,January 2024,202300,68,2975,Bad
Warje,Urban Forestry and Landscaping Department,February 2024,83204,61,1364,Bad
Warje,Urban Forestry and Landscaping Department,March 2024,138876,71,1956,Bad
Warje,Urban Forestry and Landscaping Department,April 2024,37927,17,2231,Good
Warje,Urban Forestry and Landscaping Department,May 2024,73200,48,1525,Good
Warje,Urban Forestry and Landscaping Department,June 2024,69120,45,1536,Good
Warje,Urban Forestry and Landscaping Department,July 2024,117688,47,2504,Good
Warje,Urban Forestry and Landscaping Department,August 2024,35100,52,675,Bad
Warje,Urban Forestry and Landscaping Department,September 2024,35696,23,1552,Good
Warje,Urban Forestry and Landscaping Department,October 2024,176638,62,2849,Bad
Warje,Urban Forestry and Landscaping Department,November 2024,58996,86,686,Bad
Warje,Urban Forestry and Landscaping Department,December 2024,191636,92,2083,Bad
Warje,Animal Control and Welfare Department,January 2024,68672,74,928,Bad
Warje,Animal Control and Welfare Department,February 2024,18272,16,1142,Good
Warje,Animal Control and Welfare Department,March 2024,47910,30,1597,Good
Warje,Animal Control and Welfare Department,April 2024,72422,98,739,Bad
Warje,Animal Control and Welfare Department,May 2024,86756,41,2116,Good
Warje,Animal Control and Welfare Department,June 2024,140492,62,2266,Bad
Warje,Animal Control and Welfare Department,July 2024,224288,86,2608,Bad
Warje,Animal Control and Welfare Department,August 2024,212352,79,2688,Bad
Warje,Animal Control and Welfare Department,September 2024,25620,30,854,Good
Warje,Animal Control and Welfare Department,October 2024,15804,12,1317,Good
Warje,Animal Control and Welfare Department,November 2024,38640,35,1104,Good
Warje,Animal Control and Welfare Department,December 2024,16597,7,2371,Good
Warje,Sewerage and Drainage Department,January 2024,37114,22,1687,Good
Warje,Sewerage and Drainage Department,February 2024,52380,45,1164,Good
Warje,Sewerage and Drainage Department,March 2024,57375,85,675,Bad
Warje,Sewerage and Drainage Department,April 2024,112518,57,1974,Bad
Warje,Sewerage and Drainage Department,May 2024,59982,78,769,Bad
Warje,Sewerage and Drainage Department,June 2024,184408,89,2072,Bad
Warje,Sewerage and Drainage Department,July 2024,67782,66,1027,Bad
Warje,Sewerage and Drainage Department,August 2024,199186,94,2119,Bad
Warje,Sewerage and Drainage Department,September 2024,28725,25,1149,Good
Warje,Sewerage and Drainage Department,October 2024,111259,97,1147,Bad
Warje,Sewerage and Drainage Department,November 2024,9036,9,1004,Good
Warje,Sewerage and Drainage Department,December 2024,124915,43,2905,Good
Lohegaon,Municipal Waste Management Department,January 2024,208164,76,2739,Bad
Lohegaon,Municipal Waste Management Department,February 2024,236720,80,2959,Bad
Lohegaon,Municipal Waste Management Department,March 2024,26650,13,2050,Good
Lohegaon,Municipal Waste Management Department,April 2024,93987,59,1593,Bad
Lohegaon,Municipal Waste Management Department,May 2024,26656,17,1568,Good
Lohegaon,Municipal Waste Management Department,June 2024,7359,11,669,Good
Lohegaon,Municipal Waste Management Department,July 2024,99969,47,2127,Good
Lohegaon,Municipal Waste Management Department,August 2024,42768,48,891,Good
Lohegaon,Municipal Waste Management Department,September 2024,240210,85,2826,Bad
Lohegaon,Municipal Waste Management Department,October 2024,66728,76,878,Bad
Lohegaon,Municipal Waste Management Department,November 2024,69300,45,1540,Good
Lohegaon,Municipal Waste Management Department,December 2024,204708,84,2437,Bad
Lohegaon,Water Supply and Sanitation Department,January 2024,215365,95,2267,Bad
Lohegaon,Water Supply and Sanitation Department,February 2024,10165,19,535,Good
Lohegaon,Water Supply and Sanitation Department,March 2024,23094,18,1283,Good
Lohegaon,Water Supply and Sanitation Department,April 2024,17420,13,1340,Good
Lohegaon,Water Supply and Sanitation Department,May 2024,31680,48,660,Good
Lohegaon,Water Supply and Sanitation Department,June 2024,31760,16,1985,Good
Lohegaon,Water Supply and Sanitation Department,July 2024,146363,49,2987,Good
Lohegaon,Water Supply and Sanitation Department,August 2024,35100,50,702,Bad
Lohegaon,Water Supply and Sanitation Department,September 2024,69480,90,772,Bad
Lohegaon,Water Supply and Sanitation Department,October 2024,32103,41,783,Good
Lohegaon,Water Supply and Sanitation Department,November 2024,65910,65,1014,Bad
Lohegaon,Water Supply and Sanitation Department,December 2024,128592,47,2736,Good
Lohegaon,Electricity Distribution Department,January 2024,59346,27,2198,Good
Lohegaon,Electricity Distribution Department,February 2024,91202,31,2942,Good
Lohegaon,Electricity Distribution Department,March 2024,162680,70,2324,Bad
Lohegaon,Electricity Distribution Department,April 2024,22593,17,1329,Good
Lohegaon,Electricity Distribution Department,May 2024,54756,78,702,Bad
Lohegaon,Electricity Distribution Department,June 2024,98952,84,1178,Bad
Lohegaon,Electricity Distribution Department,July 2024,10820,10,1082,Good
Lohegaon,Electricity Distribution Department,August 2024,142576,76,1876,Bad
Lohegaon,Electricity Distribution Department,September 2024,66576,57,1168,Bad
Lohegaon,Electricity Distribution Department,October 2024,46872,28,1674,Good
Lohegaon,Electricity Distribution Department,November 2024,108966,78,1397,Bad
Lohegaon,Electricity Distribution Department,December 2024,120304,73,1648,Bad
Lohegaon,Public Works Department,January 2024,60024,61,984,Bad
Lohegaon,Public Works Department,February 2024,56396,46,1226,Good
Lohegaon,Public Works Department,March 2024,149554,74,2021,Bad
Lohegaon,Public Works Department,April 2024,100848,44,2292,Good
Lohegaon,Public Works Department,May 2024,114405,87,1315,Bad
Lohegaon,Public Works Department,June 2024,99072,86,1152,Bad
Lohegaon,Public Works Department,July 2024,21104,16,1319,Good
Lohegaon,Public Works Department,August 2024,29620,10,2962,Good
Lohegaon,Public Works Department,September 2024,105800,40,2645,Good
Lohegaon,Public Works Department,October 2024,24167,11,2197,Good
Lohegaon,Public Works Department,November 2024,183547,91,2017,Bad
Lohegaon,Public Works Department,December 2024,61696,32,1928,Good
Lohegaon,Environmental Protection Department,January 2024,109134,94,1161,Bad
Lohegaon,Environmental Protection Department,February 2024,59280,65,912,Bad
Lohegaon,Environmental Protection Department,March 2024,235494,89,2646,Bad
Lohegaon,Environmental Protection Department,April 2024,35416,38,932,Good
Lohegaon,Environmental Protection Department,May 2024,34755,35,993,Good
Lohegaon,Environmental Protection Department,June 2024,144525,75,1927,Bad
Lohegaon,Environmental Protection Department,July 2024,60522,77,786,Bad
Lohegaon,Environmental Protection Department,August 2024,32269,23,1403,Good
Lohegaon,Environmental Protection Department,September 2024,50625,45,1125,Good
Lohegaon,Environmental Protection Department,October 2024,46300,50,926,Bad
Lohegaon,Environmental Protection Department,November 2024,54096,48,1127,Good
Lohegaon,Environmental Protection Department,December 2024,75072,51,1472,Bad
Lohegaon,Traffic and Transportation Department,January 2024,70240,80,878,Bad
Lohegaon,Traffic and Transportation Department,February 2024,63501,61,1041,Bad
Lohegaon,Traffic and Transportation Department,March 2024,45961,19,2419,Good
Lohegaon,Traffic and Transportation Department,April 2024,16485,7,2355,Good
Lohegaon,Traffic and Transportation Department,May 2024,155038,67,2314,Bad
Lohegaon,Traffic and Transportation Department,June 2024,54468,68,801,Bad
Lohegaon,Traffic and Transportation Department,July 2024,61608,51,1208,Bad
Lohegaon,Traffic and Transportation Department,August 2024,27459,27,1017,Good
Lohegaon,Traffic and Transportation Department,September 2024,57418,38,1511,Good
Lohegaon,Traffic and Transportation Department,October 2024,215560,85,2536,Bad
Lohegaon,Traffic and Transportation Department,November 2024,26433,9,2937,Good
Lohegaon,Traffic and Transportation Department,December 2024,120280,97,1240,Bad
Lohegaon,Environmental Protection Department,January 2024,132278,59,2242,Bad
Lohegaon,Environmental Protection Department,February 2024,16796,19,884,Good
Lohegaon,Environmental Protection Department,March 2024,51800,25,2072,Good
Lohegaon,Environmental Protection Department,April 2024,104864,58,1808,Bad
Lohegaon,Environmental Protection Department,May 2024,11429,11,1039,Good
Lohegaon,Environmental Protection Department,June 2024,188632,73,2584,Bad
Lohegaon,Environmental Protection Department,July 2024,70448,37,1904,Good
Lohegaon,Environmental Protection Department,August 2024,81858,42,1949,Good
Lohegaon,Environmental Protection Department,September 2024,11898,6,1983,Good
Lohegaon,Environmental Protection Department,October 2024,100152,39,2568,Good
Lohegaon,Environmental Protection Department,November 2024,6315,5,1263,Good
Lohegaon,Environmental Protection Department,December 2024,14622,6,2437,Good
Lohegaon,Urban Forestry and Landscaping Department,January 2024,32680,43,760,Good
Lohegaon,Urban Forestry and Landscaping Department,February 2024,198135,85,2331,Bad
Lohegaon,Urban Forestry and Landscaping Department,March 2024,139158,81,1718,Bad
Lohegaon,Urban Forestry and Landscaping Department,April 2024,31694,13,2438,Good
Lohegaon,Urban Forestry and Landscaping Department,May 2024,83400,75,1112,Bad
Lohegaon,Urban Forestry and Landscaping Department,June 2024,190490,86,2215,Bad
Lohegaon,Urban Forestry and Landscaping Department,July 2024,34614,27,1282,Good
Lohegaon,Urban Forestry and Landscaping Department,August 2024,173670,70,2481,Bad
Lohegaon,Urban Forestry and Landscaping Department,September 2024,182320,86,2120,Bad
Lohegaon,Urban Forestry and Landscaping Department,October 2024,99619,79,1261,Bad
Lohegaon,Urban Forestry and Landscaping Department,November 2024,34020,45,756,Good
Lohegaon,Urban Forestry and Landscaping Department,December 2024,97605,45,2169,Good
Lohegaon,Animal Control and Welfare Department,January 2024,140913,51,2763,Bad
Lohegaon,Animal Control and Welfare Department,February 2024,29050,25,1162,Good
Lohegaon,Animal Control and Welfare Department,March 2024,46835,19,2465,Good
Lohegaon,Animal Control and Welfare Department,April 2024,28400,25,1136,Good
Lohegaon,Animal Control and Welfare Department,May 2024,9170,14,655,Good
Lohegaon,Animal Control and Welfare Department,June 2024,114840,58,1980,Bad
Lohegaon,Animal Control and Welfare Department,July 2024,115453,83,1391,Bad
Lohegaon,Animal Control and Welfare Department,August 2024,106288,73,1456,Bad
Lohegaon,Animal Control and Welfare Department,September 2024,19602,33,594,Good
Lohegaon,Animal Control and Welfare Department,October 2024,140566,67,2098,Bad
Lohegaon,Animal Control and Welfare Department,November 2024,171310,74,2315,Bad
Lohegaon,Animal Control and Welfare Department,December 2024,203988,89,2292,Bad
Lohegaon,Sewerage and Drainage Department,January 2024,152813,89,1717,Bad
Lohegaon,Sewerage and Drainage Department,February 2024,70350,25,2814,Good
Lohegaon,Sewerage and Drainage Department,March 2024,22456,28,802,Good
Lohegaon,Sewerage and Drainage Department,April 2024,233588,92,2539,Bad
Lohegaon,Sewerage and Drainage Department,May 2024,87750,90,975,Bad
Lohegaon,Sewerage and Drainage Department,June 2024,145264,56,2594,Bad
Lohegaon,Sewerage and Drainage Department,July 2024,74151,33,2247,Good
Lohegaon,Sewerage and Drainage Department,August 2024,84048,68,1236,Bad
Lohegaon,Sewerage and Drainage Department,September 2024,60352,82,736,Bad
Lohegaon,Sewerage and Drainage Department,October 2024,29265,15,1951,Good
Lohegaon,Sewerage and Drainage Department,November 2024,20220,20,1011,Good
Lohegaon,Sewerage and Drainage Department,December 2024,161028,84,1917,Bad
Bavdhan,Municipal Waste Management Department,January 2024,104058,82,1269,Bad
Bavdhan,Municipal Waste Management Department,February 2024,5280,8,660,Good
Bavdhan,Municipal Waste Management Department,March 2024,231868,91,2548,Bad
Bavdhan,Municipal Waste Management Department,April 2024,217686,73,2982,Bad
Bavdhan,Municipal Waste Management Department,May 2024,104895,81,1295,Bad
Bavdhan,Municipal Waste Management Department,June 2024,55848,26,2148,Good
Bavdhan,Municipal Waste Management Department,July 2024,131716,68,1937,Bad
Bavdhan,Municipal Waste Management Department,August 2024,180792,93,1944,Bad
Bavdhan,Municipal Waste Management Department,September 2024,112424,47,2392,Good
Bavdhan,Municipal Waste Management Department,October 2024,62178,86,723,Bad
Bavdhan,Municipal Waste Management Department,November 2024,110542,38,2909,Good
Bavdhan,Municipal Waste Management Department,December 2024,74800,85,880,Bad
Bavdhan,Water Supply and Sanitation Department,January 2024,32940,61,540,Bad
Bavdhan,Water Supply and Sanitation Department,February 2024,41667,17,2451,Good
Bavdhan,Water Supply and Sanitation Department,March 2024,151380,90,1682,Bad
Bavdhan,Water Supply and Sanitation Department,April 2024,163746,66,2481,Bad
Bavdhan,Water Supply and Sanitation Department,May 2024,58671,41,1431,Good
Bavdhan,Water Supply and Sanitation Department,June 2024,10350,15,690,Good
Bavdhan,Water Supply and Sanitation Department,July 2024,89621,59,1519,Bad
Bavdhan,Water Supply and Sanitation Department,August 2024,11712,12,976,Good
Bavdhan,Water Supply and Sanitation Department,September 2024,83340,30,2778,Good
Bavdhan,Water Supply and Sanitation Department,October 2024,40014,18,2223,Good
Bavdhan,Water Supply and Sanitation Department,November 2024,91086,51,1786,Bad
Bavdhan,Water Supply and Sanitation Department,December 2024,52248,56,933,Bad
Bavdhan,Electricity Distribution Department,January 2024,39382,14,2813,Good
Bavdhan,Electricity Distribution Department,February 2024,133052,58,2294,Bad
Bavdhan,Electricity Distribution Department,March 2024,85250,55,1550,Bad
Bavdhan,Electricity Distribution Department,April 2024,70550,25,2822,Good
Bavdhan,Electricity Distribution Department,May 2024,45633,41,1113,Good
Bavdhan,Electricity Distribution Department,June 2024,17848,8,2231,Good
Bavdhan,Electricity Distribution Department,July 2024,80236,52,1543,Bad
Bavdhan,Electricity Distribution Department,August 2024,140367,71,1977,Bad
Bavdhan,Electricity Distribution Department,September 2024,73350,75,978,Bad
Bavdhan,Electricity Distribution Department,October 2024,202635,79,2565,Bad
Bavdhan,Electricity Distribution Department,November 2024,3878,7,554,Good
Bavdhan,Electricity Distribution Department,December 2024,20111,7,2873,Good
Bavdhan,Public Works Department,January 2024,159720,55,2904,Bad
Bavdhan,Public Works Department,February 2024,159900,100,1599,Bad
Bavdhan,Public Works Department,March 2024,49060,20,2453,Good
Bavdhan,Public Works Department,April 2024,88172,47,1876,Good
Bavdhan,Public Works Department,May 2024,15961,11,1451,Good
Bavdhan,Public Works Department,June 2024,25382,49,518,Good
Bavdhan,Public Works Department,July 2024,27340,20,1367,Good
Bavdhan,Public Works Department,August 2024,100368,72,1394,Bad
Bavdhan,Public Works Department,September 2024,260944,94,2776,Bad
Bavdhan,Public Works Department,October 2024,10287,9,1143,Good
Bavdhan,Public Works Department,November 2024,41344,38,1088,Good
Bavdhan,Public Works Department,December 2024,196425,75,2619,Bad
Bavdhan,Environmental Protection Department,January 2024,79154,38,2083,Good
Bavdhan,Environmental Protection Department,February 2024,124032,68,1824,Bad
Bavdhan,Environmental Protection Department,March 2024,220700,100,2207,Bad
Bavdhan,Environmental Protection Department,April 2024,114680,94,1220,Bad
Bavdhan,Environmental Protection Department,May 2024,30112,16,1882,Good
Bavdhan,Environmental Protection Department,June 2024,296500,100,2965,Bad
Bavdhan,Environmental Protection Department,July 2024,54027,87,621,Bad
Bavdhan,Environmental Protection Department,August 2024,115180,52,2215,Bad
Bavdhan,Environmental Protection Department,September 2024,50166,54,929,Bad
Bavdhan,Environmental Protection Department,October 2024,28032,48,584,Good
Bavdhan,Environmental Protection Department,November 2024,22432,8,2804,Good
Bavdhan,Environmental Protection Department,December 2024,116880,80,1461,Bad
Bavdhan,Traffic and Transportation Department,January 2024,25650,10,2565,Good
Bavdhan,Traffic and Transportation Department,February 2024,255164,91,2804,Bad
Bavdhan,Traffic and Transportation Department,March 2024,72412,43,1684,Good
Bavdhan,Traffic and Transportation Department,April 2024,117552,62,1896,Bad
Bavdhan,Traffic and Transportation Department,May 2024,148775,55,2705,Bad
Bavdhan,Traffic and Transportation Department,June 2024,13560,20,678,Good
Bavdhan,Traffic and Transportation Department,July 2024,26370,10,2637,Good
Bavdhan,Traffic and Transportation Department,August 2024,232112,89,2608,Bad
Bavdhan,Traffic and Transportation Department,September 2024,125328,48,2611,Good
Bavdhan,Traffic and Transportation Department,October 2024,199983,89,2247,Bad
Bavdhan,Traffic and Transportation Department,November 2024,60840,30,2028,Good
Bavdhan,Traffic and Transportation Department,December 2024,55719,41,1359,Good
Bavdhan,Environmental Protection Department,January 2024,59700,20,2985,Good
Bavdhan,Environmental Protection Department,February 2024,64247,41,1567,Good
Bavdhan,Environmental Protection Department,March 2024,42525,35,1215,Good
Bavdhan,Environmental Protection Department,April 2024,81451,47,1733,Good
Bavdhan,Environmental Protection Department,May 2024,141044,74,1906,Bad
Bavdhan,Environmental Protection Department,June 2024,41990,34,1235,Good
Bavdhan,Environmental Protection Department,July 2024,82572,84,983,Bad
Bavdhan,Environmental Protection Department,August 2024,165184,58,2848,Bad
Bavdhan,Environmental Protection Department,September 2024,173536,68,2552,Bad
Bavdhan,Environmental Protection Department,October 2024,17456,16,1091,Good
Bavdhan,Environmental Protection Department,November 2024,94772,38,2494,Good
Bavdhan,Environmental Protection Department,December 2024,182185,83,2195,Bad
Bavdhan,Urban Forestry and Landscaping Department,January 2024,46230,67,690,Bad
Bavdhan,Urban Forestry and Landscaping Department,February 2024,177072,62,2856,Bad
Bavdhan,Urban Forestry and Landscaping Department,March 2024,36828,22,1674,Good
Bavdhan,Urban Forestry and Landscaping Department,April 2024,46794,33,1418,Good
Bavdhan,Urban Forestry and Landscaping Department,May 2024,83328,32,2604,Good
Bavdhan,Urban Forestry and Landscaping Department,June 2024,34561,17,2033,Good
Bavdhan,Urban Forestry and Landscaping Department,July 2024,32375,37,875,Good
Bavdhan,Urban Forestry and Landscaping Department,August 2024,130984,56,2339,Bad
Bavdhan,Urban Forestry and Landscaping Department,September 2024,88911,89,999,Bad
Bavdhan,Urban Forestry and Landscaping Department,October 2024,104312,68,1534,Bad
Bavdhan,Urban Forestry and Landscaping Department,November 2024,206080,80,2576,Bad
Bavdhan,Urban Forestry and Landscaping Department,December 2024,16248,6,2708,Good
Bavdhan,Animal Control and Welfare Department,January 2024,22144,8,2768,Good
Bavdhan,Animal Control and Welfare Department,February 2024,118720,40,2968,Good
Bavdhan,Animal Control and Welfare Department,March 2024,128880,80,1611,Bad
Bavdhan,Animal Control and Welfare Department,April 2024,159788,86,1858,Bad
Bavdhan,Animal Control and Welfare Department,May 2024,97185,55,1767,Bad
Bavdhan,Animal Control and Welfare Department,June 2024,114160,80,1427,Bad
Bavdhan,Animal Control and Welfare Department,July 2024,20240,10,2024,Good
Bavdhan,Animal Control and Welfare Department,August 2024,84774,71,1194,Bad
Bavdhan,Animal Control and Welfare Department,September 2024,53838,54,997,Bad
Bavdhan,Animal Control and Welfare Department,October 2024,22248,18,1236,Good
Bavdhan,Animal Control and Welfare Department,November 2024,133900,100,1339,Bad
Bavdhan,Animal Control and Welfare Department,December 2024,159000,100,1590,Bad
Bavdhan,Sewerage and Drainage Department,January 2024,127194,43,2958,Good
Bavdhan,Sewerage and Drainage Department,February 2024,254040,87,2920,Bad
Bavdhan,Sewerage and Drainage Department,March 2024,127926,54,2369,Bad
Bavdhan,Sewerage and Drainage Department,April 2024,59448,24,2477,Good
Bavdhan,Sewerage and Drainage Department,May 2024,210425,95,2215,Bad
Bavdhan,Sewerage and Drainage Department,June 2024,76796,73,1052,Bad
Bavdhan,Sewerage and Drainage Department,July 2024,67704,78,868,Bad
Bavdhan,Sewerage and Drainage Department,August 2024,247570,95,2606,Bad
Bavdhan,Sewerage and Drainage Department,September 2024,39650,61,650,Bad
Bavdhan,Sewerage and Drainage Department,October 2024,74360,44,1690,Good
Bavdhan,Sewerage and Drainage Department,November 2024,41713,59,707,Bad
Bavdhan,Sewerage and Drainage Department,December 2024,27588,11,2508,Good
Nigdi,Municipal Waste Management Department,January 2024,72072,28,2574,Good
Nigdi,Municipal Waste Management Department,February 2024,8260,14,590,Good
Nigdi,Municipal Waste Management Department,March 2024,11820,6,1970,Good
Nigdi,Municipal Waste Management Department,April 2024,12992,14,928,Good
Nigdi,Municipal Waste Management Department,May 2024,88654,38,2333,Good
Nigdi,Municipal Waste Management Department,June 2024,32572,34,958,Good
Nigdi,Municipal Waste Management Department,July 2024,90870,39,2330,Good
Nigdi,Municipal Waste Management Department,August 2024,38600,50,772,Bad
Nigdi,Municipal Waste Management Department,September 2024,88608,52,1704,Bad
Nigdi,Municipal Waste Management Department,October 2024,47061,81,581,Bad
Nigdi,Municipal Waste Management Department,November 2024,51160,20,2558,Good
Nigdi,Municipal Waste Management Department,December 2024,66740,47,1420,Good
Nigdi,Water Supply and Sanitation Department,January 2024,78338,46,1703,Good
