area,department,month,total_spent,complaints_handled,avg_cost
Dhankawadi,Sewerage and Drainage Department,2024-01,135594,81,1674
Dhankawadi,Sewerage and Drainage Department,2024-02,16146,6,2691
Dhankawadi,Sewerage and Drainage Department,2024-03,92344,97,952
Dhankawadi,Sewerage and Drainage Department,2024-04,123936,96,1291
Dhankawadi,Sewerage and Drainage Department,2024-05,113004,86,1314
Dhankawadi,Sewerage and Drainage Department,2024-06,39842,22,1811
Dhankawadi,Sewerage and Drainage Department,2024-07,100368,82,1224
Dhankawadi,Sewerage and Drainage Department,2024-08,223965,81,2765
Dhankawadi,Sewerage and Drainage Department,2024-09,233064,78,2988
Dhankawadi,Sewerage and Drainage Department,2024-10,36784,38,968
Dhankawadi,Sewerage and Drainage Department,2024-11,180245,65,2773
Dhankawadi,Sewerage and Drainage Department,2024-12,32160,15,2144
Nanded,Municipal Waste Management Department,2024-01,65936,26,2536
Nanded,Municipal Waste Management Department,2024-02,3276,6,546
Nanded,Municipal Waste Management Department,2024-03,103620,66,1570
Nanded,Municipal Waste Management Department,2024-04,18616,13,1432
Nanded,Municipal Waste Management Department,2024-05,42080,80,526
Nanded,Municipal Waste Management Department,2024-06,62077,23,2699
Nanded,Municipal Waste Management Department,2024-07,30380,31,980
Nanded,Municipal Waste Management Department,2024-08,62798,34,1847
Nanded,Municipal Waste Management Department,2024-09,67564,76,889
Nanded,Municipal Waste Management Department,2024-10,88404,53,1668
Nanded,Municipal Waste Management Department,2024-11,95536,56,1706
Nanded,Municipal Waste Management Department,2024-12,99902,38,2629
Nanded,Water Supply and Sanitation Department,2024-01,15687,9,1743
Nanded,Water Supply and Sanitation Department,2024-02,77326,46,1681
Nanded,Water Supply and Sanitation Department,2024-03,71721,39,1839
Nanded,Water Supply and Sanitation Department,2024-04,177960,60,2966
Nanded,Water Supply and Sanitation Department,2024-05,103432,56,1847
Nanded,Water Supply and Sanitation Department,2024-06,51660,35,1476
Nanded,Water Supply and Sanitation Department,2024-07,92928,96,968
Nanded,Water Supply and Sanitation Department,2024-08,136582,47,2906
Nanded,Water Supply and Sanitation Department,2024-09,141273,99,1427
Nanded,Water Supply and Sanitation Department,2024-10,5700,5,1140
Nanded,Water Supply and Sanitation Department,2024-11,22932,39,588
Nanded,Water Supply and Sanitation Department,2024-12,21720,24,905
Nanded,Electricity Distribution Department,2024-01,97050,75,1294
Nanded,Electricity Distribution Department,2024-02,119922,69,1738
Nanded,Electricity Distribution Department,2024-03,32908,38,866
Nanded,Electricity Distribution Department,2024-04,22644,18,1258
Nanded,Electricity Distribution Department,2024-05,125928,72,1749
Nanded,Electricity Distribution Department,2024-06,98175,55,1785
Nanded,Electricity Distribution Department,2024-07,26809,17,1577
Nanded,Electricity Distribution Department,2024-08,116228,49,2372
Nanded,Electricity Distribution Department,2024-09,16530,29,570
Nanded,Electricity Distribution Department,2024-10,12882,19,678
Nanded,Electricity Distribution Department,2024-11,197712,72,2746
Nanded,Electricity Distribution Department,2024-12,140042,98,1429
Nanded,Public Works Department,2024-01,210584,88,2393
Nanded,Public Works Department,2024-02,36000,15,2400
Nanded,Public Works Department,2024-03,79911,39,2049
Nanded,Public Works Department,2024-04,177984,64,2781
Nanded,Public Works Department,2024-05,131934,66,1999
Nanded,Public Works Department,2024-06,121968,42,2904
Nanded,Public Works Department,2024-07,39270,42,935
Nanded,Public Works Department,2024-08,80901,89,909
Nanded,Public Works Department,2024-09,119745,45,2661
Nanded,Public Works Department,2024-10,10584,14,756
Nanded,Public Works Department,2024-11,191300,100,1913
Nanded,Public Works Department,2024-12,8246,7,1178
Nanded,Environmental Protection Department,2024-01,104512,64,1633
Nanded,Environmental Protection Department,2024-02,153530,65,2362
Nanded,Environmental Protection Department,2024-03,166439,59,2821
Nanded,Environmental Protection Department,2024-04,266944,97,2752
Nanded,Environmental Protection Department,2024-05,9282,13,714
Nanded,Environmental Protection Department,2024-06,50611,43,1177
Nanded,Environmental Protection Department,2024-07,37650,30,1255
Nanded,Environmental Protection Department,2024-08,182920,68,2690
Nanded,Environmental Protection Department,2024-09,65100,84,775
Nanded,Environmental Protection Department,2024-10,16512,24,688
Nanded,Environmental Protection Department,2024-11,134652,84,1603
Nanded,Environmental Protection Department,2024-12,117898,46,2563
Nanded,Traffic and Transportation Department,2024-01,187551,91,2061
Nanded,Traffic and Transportation Department,2024-02,46922,29,1618
Nanded,Traffic and Transportation Department,2024-03,136202,82,1661
Nanded,Traffic and Transportation Department,2024-04,63580,44,1445
Nanded,Traffic and Transportation Department,2024-05,5208,8,651
Nanded,Traffic and Transportation Department,2024-06,86196,66,1306
Nanded,Traffic and Transportation Department,2024-07,155712,64,2433
Nanded,Traffic and Transportation Department,2024-08,151301,71,2131
Nanded,Traffic and Transportation Department,2024-09,181888,98,1856
Nanded,Traffic and Transportation Department,2024-10,68552,44,1558
Nanded,Traffic and Transportation Department,2024-11,90036,61,1476
Nanded,Traffic and Transportation Department,2024-12,6110,5,1222
Nanded,Environmental Protection Department,2024-01,190431,81,2351
Nanded,Environmental Protection Department,2024-02,106392,39,2728
Nanded,Environmental Protection Department,2024-03,74945,65,1153
Nanded,Environmental Protection Department,2024-04,167700,78,2150
Nanded,Environmental Protection Department,2024-05,214669,91,2359
Nanded,Environmental Protection Department,2024-06,94656,32,2958
Nanded,Environmental Protection Department,2024-07,11232,18,624
Nanded,Environmental Protection Department,2024-08,23841,27,883
Nanded,Environmental Protection Department,2024-09,37352,28,1334
Nanded,Environmental Protection Department,2024-10,205410,82,2505
Nanded,Environmental Protection Department,2024-11,166257,63,2639
Nanded,Environmental Protection Department,2024-12,165205,95,1739
Nanded,Urban Forestry and Landscaping Department,2024-01,63345,41,1545
Nanded,Urban Forestry and Landscaping Department,2024-02,282055,95,2969
Nanded,Urban Forestry and Landscaping Department,2024-03,131940,45,2932
Nanded,Urban Forestry and Landscaping Department,2024-04,66696,84,794
Nanded,Urban Forestry and Landscaping Department,2024-05,9603,9,1067
Nanded,Urban Forestry and Landscaping Department,2024-06,203658,78,2611
Nanded,Urban Forestry and Landscaping Department,2024-07,49368,17,2904
Nanded,Urban Forestry and Landscaping Department,2024-08,66290,70,947
Nanded,Urban Forestry and Landscaping Department,2024-09,115423,77,1499
Nanded,Urban Forestry and Landscaping Department,2024-10,221500,100,2215
Nanded,Urban Forestry and Landscaping Department,2024-11,26180,35,748
Nanded,Urban Forestry and Landscaping Department,2024-12,14256,24,594
Nanded,Animal Control and Welfare Department,2024-01,80605,47,1715
Nanded,Animal Control and Welfare Department,2024-02,39556,62,638
Nanded,Animal Control and Welfare Department,2024-03,67776,24,2824
Nanded,Animal Control and Welfare Department,2024-04,16780,10,1678
Nanded,Animal Control and Welfare Department,2024-05,12535,5,2507
Nanded,Animal Control and Welfare Department,2024-06,54925,65,845
Nanded,Animal Control and Welfare Department,2024-07,31850,25,1274
Nanded,Animal Control and Welfare Department,2024-08,27234,18,1513
Nanded,Animal Control and Welfare Department,2024-09,137768,68,2026
Nanded,Animal Control and Welfare Department,2024-10,81158,77,1054
Nanded,Animal Control and Welfare Department,2024-11,255123,99,2577
Nanded,Animal Control and Welfare Department,2024-12,69860,35,1996
Nanded,Sewerage and Drainage Department,2024-01,21848,8,2731
Nanded,Sewerage and Drainage Department,2024-02,69657,31,2247
Nanded,Sewerage and Drainage Department,2024-03,28522,13,2194
Nanded,Sewerage and Drainage Department,2024-04,13890,5,2778
Nanded,Sewerage and Drainage Department,2024-05,93247,77,1211
Nanded,Sewerage and Drainage Department,2024-06,33360,30,1112
Nanded,Sewerage and Drainage Department,2024-07,272025,93,2925
Nanded,Sewerage and Drainage Department,2024-08,29616,24,1234
Nanded,Sewerage and Drainage Department,2024-09,188100,95,1980
Nanded,Sewerage and Drainage Department,2024-10,59510,55,1082
Nanded,Sewerage and Drainage Department,2024-11,147700,70,2110
Nanded,Sewerage and Drainage Department,2024-12,47595,19,2505
Balewadi,Municipal Waste Management Department,2024-01,5334,6,889
Balewadi,Municipal Waste Management Department,2024-02,7920,10,792
Balewadi,Municipal Waste Management Department,2024-03,120550,50,2411
Balewadi,Municipal Waste Management Department,2024-04,57914,46,1259
Balewadi,Municipal Waste Management Department,2024-05,94365,45,2097
Balewadi,Municipal Waste Management Department,2024-06,52976,28,1892
Balewadi,Municipal Waste Management Department,2024-07,10100,5,2020
Balewadi,Municipal Waste Management Department,2024-08,226320,80,2829
Balewadi,Municipal Waste Management Department,2024-09,106650,45,2370
Balewadi,Municipal Waste Management Department,2024-10,33344,64,521
Balewadi,Municipal Waste Management Department,2024-11,42718,26,1643
Balewadi,Municipal Waste Management Department,2024-12,62000,50,1240
Balewadi,Water Supply and Sanitation Department,2024-01,41704,26,1604
Balewadi,Water Supply and Sanitation Department,2024-02,35100,45,780
Balewadi,Water Supply and Sanitation Department,2024-03,102425,85,1205
Balewadi,Water Supply and Sanitation Department,2024-04,105798,66,1603
Balewadi,Water Supply and Sanitation Department,2024-05,114192,39,2928
Balewadi,Water Supply and Sanitation Department,2024-06,122300,50,2446
Balewadi,Water Supply and Sanitation Department,2024-07,200880,81,2480
Balewadi,Water Supply and Sanitation Department,2024-08,131750,62,2125
Balewadi,Water Supply and Sanitation Department,2024-09,97822,59,1658
Balewadi,Water Supply and Sanitation Department,2024-10,250542,93,2694
Balewadi,Water Supply and Sanitation Department,2024-11,246752,88,2804
Balewadi,Water Supply and Sanitation Department,2024-12,13804,14,986
Balewadi,Electricity Distribution Department,2024-01,34020,21,1620
Balewadi,Electricity Distribution Department,2024-02,35581,23,1547
Balewadi,Electricity Distribution Department,2024-03,99580,52,1915
Balewadi,Electricity Distribution Department,2024-04,159432,78,2044
Balewadi,Electricity Distribution Department,2024-05,44700,20,2235
Balewadi,Electricity Distribution Department,2024-06,159666,69,2314
Balewadi,Electricity Distribution Department,2024-07,65229,51,1279
Balewadi,Electricity Distribution Department,2024-08,191528,89,2152
Balewadi,Electricity Distribution Department,2024-09,15550,25,622
Balewadi,Electricity Distribution Department,2024-10,115307,67,1721
Balewadi,Electricity Distribution Department,2024-11,15808,13,1216
Balewadi,Electricity Distribution Department,2024-12,16821,9,1869
Balewadi,Public Works Department,2024-01,142064,52,2732
Balewadi,Public Works Department,2024-02,26832,12,2236
Balewadi,Public Works Department,2024-03,47304,73,648
Balewadi,Public Works Department,2024-04,108403,43,2521
Balewadi,Public Works Department,2024-05,106287,71,1497
Balewadi,Public Works Department,2024-06,210018,87,2414
Balewadi,Public Works Department,2024-07,95941,37,2593
Balewadi,Public Works Department,2024-08,202536,72,2813
Balewadi,Public Works Department,2024-09,98825,67,1475
Balewadi,Public Works Department,2024-10,134726,62,2173
Balewadi,Public Works Department,2024-11,27219,43,633
Balewadi,Public Works Department,2024-12,151474,53,2858
Balewadi,Environmental Protection Department,2024-01,261749,89,2941
Balewadi,Environmental Protection Department,2024-02,132104,56,2359
Balewadi,Environmental Protection Department,2024-03,91836,36,2551
Balewadi,Environmental Protection Department,2024-04,146710,85,1726
Balewadi,Environmental Protection Department,2024-05,28384,16,1774
Balewadi,Environmental Protection Department,2024-06,22074,39,566
Balewadi,Environmental Protection Department,2024-07,31372,11,2852
Balewadi,Environmental Protection Department,2024-08,152250,75,2030
Balewadi,Environmental Protection Department,2024-09,61963,43,1441
Balewadi,Environmental Protection Department,2024-10,90045,45,2001
Balewadi,Environmental Protection Department,2024-11,160983,93,1731
Balewadi,Environmental Protection Department,2024-12,109019,41,2659
Balewadi,Traffic and Transportation Department,2024-01,26174,23,1138
Balewadi,Traffic and Transportation Department,2024-02,35696,46,776
Balewadi,Traffic and Transportation Department,2024-03,120744,78,1548
Balewadi,Traffic and Transportation Department,2024-04,60537,51,1187
Balewadi,Traffic and Transportation Department,2024-05,162077,61,2657
Balewadi,Traffic and Transportation Department,2024-06,5766,6,961
Balewadi,Traffic and Transportation Department,2024-07,90909,37,2457
Balewadi,Traffic and Transportation Department,2024-08,161590,65,2486
Balewadi,Traffic and Transportation Department,2024-09,17632,16,1102
Balewadi,Traffic and Transportation Department,2024-10,7767,9,863
Balewadi,Traffic and Transportation Department,2024-11,36519,37,987
Balewadi,Traffic and Transportation Department,2024-12,56320,88,640
Balewadi,Environmental Protection Department,2024-01,88846,62,1433
Balewadi,Environmental Protection Department,2024-02,227715,95,2397
Balewadi,Environmental Protection Department,2024-03,3647,7,521
Balewadi,Environmental Protection Department,2024-04,223170,86,2595
Balewadi,Environmental Protection Department,2024-05,70590,26,2715
Balewadi,Environmental Protection Department,2024-06,71111,89,799
Balewadi,Environmental Protection Department,2024-07,131192,46,2852
Balewadi,Environmental Protection Department,2024-08,56920,20,2846
Balewadi,Environmental Protection Department,2024-09,84350,35,2410
Balewadi,Environmental Protection Department,2024-10,150417,81,1857
Balewadi,Environmental Protection Department,2024-11,109696,64,1714
Balewadi,Environmental Protection Department,2024-12,26379,9,2931
Balewadi,Urban Forestry and Landscaping Department,2024-01,71638,34,2107
Balewadi,Urban Forestry and Landscaping Department,2024-02,293733,99,2967
Balewadi,Urban Forestry and Landscaping Department,2024-03,140184,59,2376
Balewadi,Urban Forestry and Landscaping Department,2024-04,135576,56,2421
Balewadi,Urban Forestry and Landscaping Department,2024-05,136224,86,1584
Balewadi,Urban Forestry and Landscaping Department,2024-06,29628,18,1646
Balewadi,Urban Forestry and Landscaping Department,2024-07,31878,63,506
Balewadi,Urban Forestry and Landscaping Department,2024-08,28665,15,1911
Balewadi,Urban Forestry and Landscaping Department,2024-09,78811,53,1487
Balewadi,Urban Forestry and Landscaping Department,2024-10,26367,11,2397
Balewadi,Urban Forestry and Landscaping Department,2024-11,85890,70,1227
Balewadi,Urban Forestry and Landscaping Department,2024-12,29754,19,1566
Balewadi,Animal Control and Welfare Department,2024-01,46062,54,853
Balewadi,Animal Control and Welfare Department,2024-02,15925,25,637
Balewadi,Animal Control and Welfare Department,2024-03,22224,16,1389
Balewadi,Animal Control and Welfare Department,2024-04,20820,15,1388
Balewadi,Animal Control and Welfare Department,2024-05,65856,84,784
Balewadi,Animal Control and Welfare Department,2024-06,44200,52,850
Balewadi,Animal Control and Welfare Department,2024-07,44744,56,799
Balewadi,Animal Control and Welfare Department,2024-08,7860,12,655
Balewadi,Animal Control and Welfare Department,2024-09,91461,43,2127
Balewadi,Animal Control and Welfare Department,2024-10,233588,92,2539
Balewadi,Animal Control and Welfare Department,2024-11,210756,78,2702
Balewadi,Animal Control and Welfare Department,2024-12,54834,26,2109
Balewadi,Sewerage and Drainage Department,2024-01,8925,17,525
Balewadi,Sewerage and Drainage Department,2024-02,141540,84,1685
Balewadi,Sewerage and Drainage Department,2024-03,35555,13,2735
Balewadi,Sewerage and Drainage Department,2024-04,105287,89,1183
Balewadi,Sewerage and Drainage Department,2024-05,81393,39,2087
Balewadi,Sewerage and Drainage Department,2024-06,79450,50,1589
Balewadi,Sewerage and Drainage Department,2024-07,188496,99,1904
Balewadi,Sewerage and Drainage Department,2024-08,31932,36,887
Balewadi,Sewerage and Drainage Department,2024-09,15183,21,723
Balewadi,Sewerage and Drainage Department,2024-10,188910,90,2099
Balewadi,Sewerage and Drainage Department,2024-11,55809,27,2067
Balewadi,Sewerage and Drainage Department,2024-12,214758,82,2619
Parvati,Municipal Waste Management Department,2024-01,13455,9,1495
Parvati,Municipal Waste Management Department,2024-02,127792,56,2282
Parvati,Municipal Waste Management Department,2024-03,92056,74,1244
Parvati,Municipal Waste Management Department,2024-04,156800,80,1960
Parvati,Municipal Waste Management Department,2024-05,58320,90,648
Parvati,Municipal Waste Management Department,2024-06,36720,30,1224
Parvati,Municipal Waste Management Department,2024-07,12243,7,1749
Parvati,Municipal Waste Management Department,2024-08,200606,98,2047
Parvati,Municipal Waste Management Department,2024-09,111492,76,1467
Parvati,Municipal Waste Management Department,2024-10,15880,20,794
Parvati,Municipal Waste Management Department,2024-11,11124,9,1236
Parvati,Municipal Waste Management Department,2024-12,36698,59,622
Parvati,Water Supply and Sanitation Department,2024-01,71300,100,713
Parvati,Water Supply and Sanitation Department,2024-02,87856,76,1156
Parvati,Water Supply and Sanitation Department,2024-03,11704,14,836
Parvati,Water Supply and Sanitation Department,2024-04,138268,52,2659
Parvati,Water Supply and Sanitation Department,2024-05,75762,61,1242
Parvati,Water Supply and Sanitation Department,2024-06,55461,21,2641
Parvati,Water Supply and Sanitation Department,2024-07,148666,98,1517
Parvati,Water Supply and Sanitation Department,2024-08,46189,19,2431
Parvati,Water Supply and Sanitation Department,2024-09,177080,95,1864
Parvati,Water Supply and Sanitation Department,2024-10,96066,81,1186
Parvati,Water Supply and Sanitation Department,2024-11,99480,60,1658
Parvati,Water Supply and Sanitation Department,2024-12,176682,66,2677
Parvati,Electricity Distribution Department,2024-01,50526,21,2406
Parvati,Electricity Distribution Department,2024-02,222528,96,2318
Parvati,Electricity Distribution Department,2024-03,50750,50,1015
Parvati,Electricity Distribution Department,2024-04,5192,8,649
Parvati,Electricity Distribution Department,2024-05,203934,82,2487
Parvati,Electricity Distribution Department,2024-06,179124,69,2596
Parvati,Electricity Distribution Department,2024-07,79380,84,945
Parvati,Electricity Distribution Department,2024-08,167648,62,2704
Parvati,Electricity Distribution Department,2024-09,45883,17,2699
Parvati,Electricity Distribution Department,2024-10,137751,51,2701
Parvati,Electricity Distribution Department,2024-11,161434,91,1774
Parvati,Electricity Distribution Department,2024-12,141300,100,1413
Parvati,Public Works Department,2024-01,74766,51,1466
Parvati,Public Works Department,2024-02,162798,86,1893
Parvati,Public Works Department,2024-03,14175,27,525
Parvati,Public Works Department,2024-04,13314,14,951
Parvati,Public Works Department,2024-05,7900,5,1580
Parvati,Public Works Department,2024-06,17376,32,543
Parvati,Public Works Department,2024-07,21714,14,1551
Parvati,Public Works Department,2024-08,221610,83,2670
Parvati,Public Works Department,2024-09,175279,97,1807
Parvati,Public Works Department,2024-10,30056,52,578
Parvati,Public Works Department,2024-11,14003,19,737
Parvati,Public Works Department,2024-12,68635,35,1961
Parvati,Environmental Protection Department,2024-01,93024,76,1224
Parvati,Environmental Protection Department,2024-02,20020,13,1540
Parvati,Environmental Protection Department,2024-03,36288,72,504
Parvati,Environmental Protection Department,2024-04,31374,14,2241
Parvati,Environmental Protection Department,2024-05,103240,40,2581
Parvati,Environmental Protection Department,2024-06,59168,86,688
Parvati,Environmental Protection Department,2024-07,52976,88,602
Parvati,Environmental Protection Department,2024-08,270180,95,2844
Parvati,Environmental Protection Department,2024-09,68986,34,2029
Parvati,Environmental Protection Department,2024-10,26607,21,1267
Parvati,Environmental Protection Department,2024-11,59556,42,1418
Parvati,Environmental Protection Department,2024-12,52136,19,2744
Parvati,Traffic and Transportation Department,2024-01,66048,86,768
Parvati,Traffic and Transportation Department,2024-02,93993,51,1843
Parvati,Traffic and Transportation Department,2024-03,9342,9,1038
Parvati,Traffic and Transportation Department,2024-04,129105,57,2265
Parvati,Traffic and Transportation Department,2024-05,110741,73,1517
Parvati,Traffic and Transportation Department,2024-06,54230,58,935
Parvati,Traffic and Transportation Department,2024-07,18400,20,920
Parvati,Traffic and Transportation Department,2024-08,26480,10,2648
Parvati,Traffic and Transportation Department,2024-09,104192,44,2368
Parvati,Traffic and Transportation Department,2024-10,25578,9,2842
Parvati,Traffic and Transportation Department,2024-11,16492,31,532
Parvati,Traffic and Transportation Department,2024-12,139449,47,2967
Parvati,Environmental Protection Department,2024-01,4015,5,803
Parvati,Environmental Protection Department,2024-02,256620,94,2730
Parvati,Environmental Protection Department,2024-03,44000,25,1760
Parvati,Environmental Protection Department,2024-04,47490,30,1583
Parvati,Environmental Protection Department,2024-05,223860,82,2730
Parvati,Environmental Protection Department,2024-06,85095,31,2745
Parvati,Environmental Protection Department,2024-07,123192,72,1711
Parvati,Environmental Protection Department,2024-08,24508,22,1114
Parvati,Environmental Protection Department,2024-09,92352,96,962
Parvati,Environmental Protection Department,2024-10,64416,96,671
Parvati,Environmental Protection Department,2024-11,122636,86,1426
Parvati,Environmental Protection Department,2024-12,23114,13,1778
Parvati,Urban Forestry and Landscaping Department,2024-01,181884,69,2636
Parvati,Urban Forestry and Landscaping Department,2024-02,45184,32,1412
Parvati,Urban Forestry and Landscaping Department,2024-03,106819,37,2887
Parvati,Urban Forestry and Landscaping Department,2024-04,109200,65,1680
Parvati,Urban Forestry and Landscaping Department,2024-05,119160,90,1324
Parvati,Urban Forestry and Landscaping Department,2024-06,95874,57,1682
Parvati,Urban Forestry and Landscaping Department,2024-07,41101,23,1787
Parvati,Urban Forestry and Landscaping Department,2024-08,45543,19,2397
Parvati,Urban Forestry and Landscaping Department,2024-09,39741,39,1019
Parvati,Urban Forestry and Landscaping Department,2024-10,49118,82,599
Parvati,Urban Forestry and Landscaping Department,2024-11,93780,90,1042
Parvati,Urban Forestry and Landscaping Department,2024-12,40110,15,2674
Parvati,Animal Control and Welfare Department,2024-01,104321,49,2129
Parvati,Animal Control and Welfare Department,2024-02,41075,53,775
Parvati,Animal Control and Welfare Department,2024-03,73983,39,1897
Parvati,Animal Control and Welfare Department,2024-04,59976,72,833
Parvati,Animal Control and Welfare Department,2024-05,111069,63,1763
Parvati,Animal Control and Welfare Department,2024-06,157502,61,2582
Parvati,Animal Control and Welfare Department,2024-07,17220,30,574
Parvati,Animal Control and Welfare Department,2024-08,219564,76,2889
Parvati,Animal Control and Welfare Department,2024-09,130000,65,2000
Parvati,Animal Control and Welfare Department,2024-10,99195,85,1167
Parvati,Animal Control and Welfare Department,2024-11,18240,16,1140
Parvati,Animal Control and Welfare Department,2024-12,236509,91,2599
Parvati,Sewerage and Drainage Department,2024-01,77748,62,1254
Parvati,Sewerage and Drainage Department,2024-02,100632,84,1198
Parvati,Sewerage and Drainage Department,2024-03,87040,85,1024
Parvati,Sewerage and Drainage Department,2024-04,73892,91,812
Parvati,Sewerage and Drainage Department,2024-05,61306,58,1057
Parvati,Sewerage and Drainage Department,2024-06,133684,76,1759
Parvati,Sewerage and Drainage Department,2024-07,134007,57,2351
Parvati,Sewerage and Drainage Department,2024-08,37439,29,1291
Parvati,Sewerage and Drainage Department,2024-09,11148,6,1858
Parvati,Sewerage and Drainage Department,2024-10,105493,41,2573
Parvati,Sewerage and Drainage Department,2024-11,168896,91,1856
Parvati,Sewerage and Drainage Department,2024-12,192270,65,2958
Warje,Municipal Waste Management Department,2024-01,24816,12,2068
Warje,Municipal Waste Management Department,2024-02,58457,49,1193
Warje,Municipal Waste Management Department,2024-03,90816,66,1376
Warje,Municipal Waste Management Department,2024-04,245168,88,2786
Warje,Municipal Waste Management Department,2024-05,185785,73,2545
Warje,Municipal Waste Management Department,2024-06,7765,5,1553
Warje,Municipal Waste Management Department,2024-07,42320,20,2116
Warje,Municipal Waste Management Department,2024-08,198822,78,2549
Warje,Municipal Waste Management Department,2024-09,255600,100,2556
Warje,Municipal Waste Management Department,2024-10,52635,33,1595
Warje,Municipal Waste Management Department,2024-11,45942,62,741
Warje,Municipal Waste Management Department,2024-12,142785,57,2505
Warje,Water Supply and Sanitation Department,2024-01,280308,94,2982
Warje,Water Supply and Sanitation Department,2024-02,49742,34,1463
Warje,Water Supply and Sanitation Department,2024-03,26964,36,749
Warje,Water Supply and Sanitation Department,2024-04,63116,62,1018
Warje,Water Supply and Sanitation Department,2024-05,21903,21,1043
Warje,Water Supply and Sanitation Department,2024-06,283536,99,2864
Warje,Water Supply and Sanitation Department,2024-07,104728,76,1378
Warje,Water Supply and Sanitation Department,2024-08,45150,50,903
Warje,Water Supply and Sanitation Department,2024-09,19052,11,1732
Warje,Water Supply and Sanitation Department,2024-10,158080,64,2470
Warje,Water Supply and Sanitation Department,2024-11,115911,81,1431
Warje,Water Supply and Sanitation Department,2024-12,46296,24,1929
Warje,Electricity Distribution Department,2024-01,136958,47,2914
Warje,Electricity Distribution Department,2024-02,43680,32,1365
Warje,Electricity Distribution Department,2024-03,109040,94,1160
Warje,Electricity Distribution Department,2024-04,98840,70,1412
Warje,Electricity Distribution Department,2024-05,8190,7,1170
Warje,Electricity Distribution Department,2024-06,75738,78,971
Warje,Electricity Distribution Department,2024-07,109624,71,1544
Warje,Electricity Distribution Department,2024-08,231222,89,2598
Warje,Electricity Distribution Department,2024-09,110400,40,2760
Warje,Electricity Distribution Department,2024-10,8040,12,670
Warje,Electricity Distribution Department,2024-11,141876,63,2252
Warje,Electricity Distribution Department,2024-12,130508,59,2212
Warje,Public Works Department,2024-01,48620,20,2431
Warje,Public Works Department,2024-02,117299,91,1289
Warje,Public Works Department,2024-03,133052,62,2146
Warje,Public Works Department,2024-04,171369,99,1731
Warje,Public Works Department,2024-05,117649,49,2401
Warje,Public Works Department,2024-06,93456,59,1584
Warje,Public Works Department,2024-07,151872,84,1808
Warje,Public Works Department,2024-08,184923,81,2283
Warje,Public Works Department,2024-09,226868,86,2638
Warje,Public Works Department,2024-10,165669,69,2401
Warje,Public Works Department,2024-11,37539,43,873
Warje,Public Works Department,2024-12,15174,27,562
Warje,Environmental Protection Department,2024-01,45360,30,1512
Warje,Environmental Protection Department,2024-02,23243,11,2113
Warje,Environmental Protection Department,2024-03,98255,43,2285
Warje,Environmental Protection Department,2024-04,47600,20,2380
Warje,Environmental Protection Department,2024-05,90882,34,2673
Warje,Environmental Protection Department,2024-06,41076,36,1141
Warje,Environmental Protection Department,2024-07,35328,46,768
Warje,Environmental Protection Department,2024-08,83916,63,1332
Warje,Environmental Protection Department,2024-09,159358,86,1853
Warje,Environmental Protection Department,2024-10,70230,30,2341
Warje,Environmental Protection Department,2024-11,21903,21,1043
Warje,Environmental Protection Department,2024-12,109647,93,1179
Warje,Traffic and Transportation Department,2024-01,98742,42,2351
Warje,Traffic and Transportation Department,2024-02,237780,90,2642
Warje,Traffic and Transportation Department,2024-03,58800,48,1225
Warje,Traffic and Transportation Department,2024-04,139482,63,2214
Warje,Traffic and Transportation Department,2024-05,173184,64,2706
Warje,Traffic and Transportation Department,2024-06,42228,27,1564
Warje,Traffic and Transportation Department,2024-07,148680,84,1770
Warje,Traffic and Transportation Department,2024-08,2855,5,571
Warje,Traffic and Transportation Department,2024-09,56070,63,890
Warje,Traffic and Transportation Department,2024-10,12733,17,749
Warje,Traffic and Transportation Department,2024-11,165456,72,2298
Warje,Traffic and Transportation Department,2024-12,56589,39,1451
Warje,Environmental Protection Department,2024-01,84284,76,1109
Warje,Environmental Protection Department,2024-02,10122,7,1446
Warje,Environmental Protection Department,2024-03,121770,66,1845
Warje,Environmental Protection Department,2024-04,21555,9,2395
Warje,Environmental Protection Department,2024-05,14816,16,926
Warje,Environmental Protection Department,2024-06,80595,27,2985
Warje,Environmental Protection Department,2024-07,134725,85,1585
Warje,Environmental Protection Department,2024-08,98686,98,1007
Warje,Environmental Protection Department,2024-09,15674,17,922
Warje,Environmental Protection Department,2024-10,38898,18,2161
Warje,Environmental Protection Department,2024-11,134652,84,1603
Warje,Environmental Protection Department,2024-12,147875,91,1625
Warje,Urban Forestry and Landscaping Department,2024-01,202300,68,2975
Warje,Urban Forestry and Landscaping Department,2024-02,83204,61,1364
Warje,Urban Forestry and Landscaping Department,2024-03,138876,71,1956
Warje,Urban Forestry and Landscaping Department,2024-04,37927,17,2231
Warje,Urban Forestry and Landscaping Department,2024-05,73200,48,1525
Warje,Urban Forestry and Landscaping Department,2024-06,69120,45,1536
Warje,Urban Forestry and Landscaping Department,2024-07,117688,47,2504
Warje,Urban Forestry and Landscaping Department,2024-08,35100,52,675
Warje,Urban Forestry and Landscaping Department,2024-09,35696,23,1552
Warje,Urban Forestry and Landscaping Department,2024-10,176638,62,2849
Warje,Urban Forestry and Landscaping Department,2024-11,58996,86,686
Warje,Urban Forestry and Landscaping Department,2024-12,191636,92,2083
Warje,Animal Control and Welfare Department,2024-01,68672,74,928
Warje,Animal Control and Welfare Department,2024-02,18272,16,1142
